"ID";"RegioS";"Perioden";"PrijsindexVerkoopprijzen_1";"OntwikkelingTOVVoorgaandePeriode_2";"OntwikkelingTOVEenJaarEerder_3";"VerkochteWoningen_4";"OntwikkelingTOVVoorgaandePeriode_5";"OntwikkelingTOVEenJaarEerder_6";"GemiddeldeVerkoopprijs_7";"TotaleWaardeVerkoopprijzen_8"
"1147";"PV23  ";"2019KW04";"128.7";"0.9";"6.3";"3876";"4";"-0.5";"264682";"1026"
"1148";"PV23  ";"2019JJ00";"125.8";"6.5";"6.5";"14043";"-1.7";"-1.7";"260130";"3653"
"1149";"PV23  ";"2020KW01";"132";"2.6";"7.1";"3311";"-14.6";"10.5";"273976";"907"
"1150";"PV23  ";"2020KW02";"135";"2.2";"9";"3786";"14.3";"9.9";"281190";"1065"
"1151";"PV23  ";"2020KW03";"138.3";"2.5";"8.5";"4122";"8.9";"10.6";"285706";"1178"
"1152";"PV24  ";"1995KW01";"49.4";;;"529";;;"91433";"48"
"1153";"PV24  ";"1995KW02";"49.4";"-0.1";;"663";"25.3";;"89074";"59"
"1154";"PV24  ";"1995KW03";"50.7";"2.7";;"684";"3.2";;"90803";"62"
"1155";"PV24  ";"1995KW04";"51.4";"1.4";;"861";"25.9";;"93207";"80"
"1156";"PV24  ";"1995JJ00";"50.2";;;"2737";;;"91262";"250"
"1157";"PV24  ";"1996KW01";"51.3";"-0.3";"3.8";"817";"-5.1";"54.4";"95309";"78"
"1158";"PV24  ";"1996KW02";"53.7";"4.7";"8.7";"987";"20.8";"48.9";"97237";"96"
"1159";"PV24  ";"1996KW03";"55.9";"4.2";"10.3";"1066";"8";"55.8";"99210";"106"
"1160";"PV24  ";"1996KW04";"56.5";"1.1";"9.9";"1196";"12.2";"38.9";"99287";"119"
"1161";"PV24  ";"1996JJ00";"54.3";"8.2";"8.2";"4066";"48.6";"48.6";"97970";"398"
"1162";"PV24  ";"1997KW01";"57";"0.9";"11.2";"894";"-25.3";"9.4";"96216";"86"
"1163";"PV24  ";"1997KW02";"57.8";"1.3";"7.6";"1225";"37";"24.1";"94041";"115"
"1164";"PV24  ";"1997KW03";"59.1";"2.3";"5.7";"1324";"8.1";"24.2";"102320";"135"
"1165";"PV24  ";"1997KW04";"60.7";"2.7";"7.3";"1478";"11.6";"23.6";"104443";"154"
"1166";"PV24  ";"1997JJ00";"58.6";"7.9";"7.9";"4921";"21";"21";"99788";"491"
"1167";"PV24  ";"1998KW01";"61.3";"1";"7.5";"1117";"-24.4";"24.9";"107420";"120"
"1168";"PV24  ";"1998KW02";"62";"1.1";"7.3";"1530";"37";"24.9";"109560";"168"
"1169";"PV24  ";"1998KW03";"64.2";"3.6";"8.6";"1712";"11.9";"29.3";"109045";"187"
"1170";"PV24  ";"1998KW04";"65.4";"1.9";"7.7";"1968";"15";"33.2";"107412";"211"
"1171";"PV24  ";"1998JJ00";"63.2";"7.8";"7.8";"6327";"28.6";"28.6";"108375";"686"
"1172";"PV24  ";"1999KW01";"70.1";"7.2";"14.4";"1734";"-11.9";"55.2";"107493";"186"
"1173";"PV24  ";"1999KW02";"73.1";"4.3";"18";"1630";"-6";"6.5";"119753";"195"
"1174";"PV24  ";"1999KW03";"77";"5.2";"19.9";"1798";"10.3";"5";"126774";"228"
"1175";"PV24  ";"1999KW04";"81.1";"5.3";"24";"1652";"-8.1";"-16.1";"139154";"230"
"1176";"PV24  ";"1999JJ00";"75.3";"19.2";"19.2";"6814";"7.7";"7.7";"123189";"839"
"1177";"PV24  ";"2000KW01";"84.5";"4.2";"20.5";"1234";"-25.3";"-28.8";"144967";"179"
"1178";"PV24  ";"2000KW02";"87.9";"4";"20.2";"1443";"16.9";"-11.5";"151059";"218"
"1179";"PV24  ";"2000KW03";"91.4";"4";"18.7";"1551";"7.5";"-13.7";"160229";"249"
"1180";"PV24  ";"2000KW04";"92.6";"1.3";"14.3";"1558";"0.5";"-5.7";"165058";"257"
"1181";"PV24  ";"2000JJ00";"89.1";"18.3";"18.3";"5786";"-15.1";"-15.1";"155987";"903"
"1182";"PV24  ";"2001KW01";"96";"3.7";"13.7";"1140";"-26.8";"-7.6";"160911";"183"
"1183";"PV24  ";"2001KW02";"97.7";"1.7";"11.1";"1535";"34.6";"6.4";"160240";"246"
"1184";"PV24  ";"2001KW03";"98.3";"0.7";"7.6";"1910";"24.4";"23.1";"158773";"303"
"1185";"PV24  ";"2001KW04";"99.5";"1.2";"7.4";"2008";"5.1";"28.9";"164945";"331"
"1186";"PV24  ";"2001JJ00";"97.9";"9.9";"9.9";"6593";"13.9";"13.9";"161364";"1064"
"1187";"PV24  ";"2002KW01";"102";"2.5";"6.2";"1361";"-32.2";"19.4";"175183";"238"
"1188";"PV24  ";"2002KW02";"103.6";"1.6";"6.1";"1558";"14.5";"1.5";"179180";"279"
"1189";"PV24  ";"2002KW03";"105.8";"2.1";"7.6";"1649";"5.8";"-13.7";"180255";"297"
"1190";"PV24  ";"2002KW04";"106.5";"0.7";"7";"1576";"-4.4";"-21.5";"182168";"287"
"1191";"PV24  ";"2002JJ00";"104.5";"6.7";"6.7";"6144";"-6.8";"-6.8";"179349";"1102"
"1192";"PV24  ";"2003KW01";"106.7";"0.2";"4.6";"1222";"-22.5";"-10.2";"177058";"216"
"1193";"PV24  ";"2003KW02";"108.3";"1.5";"4.5";"1363";"11.5";"-12.5";"186969";"255"
"1194";"PV24  ";"2003KW03";"108.3";"0";"2.4";"1541";"13.1";"-6.5";"191103";"294"
"1195";"PV24  ";"2003KW04";"108.9";"0.5";"2.2";"1516";"-1.6";"-3.8";"196102";"297"
"1196";"PV24  ";"2003JJ00";"108.1";"3.4";"3.4";"5642";"-8.2";"-8.2";"188406";"1063"
"1197";"PV24  ";"2004KW01";"109.1";"0.2";"2.2";"1019";"-32.8";"-16.6";"185972";"190"
"1198";"PV24  ";"2004KW02";"109.1";"0";"0.7";"1247";"22.4";"-8.5";"191940";"239"
"1199";"PV24  ";"2004KW03";"110";"0.9";"1.6";"1348";"8.1";"-12.5";"197902";"267"
"1200";"PV24  ";"2004KW04";"111.2";"1.1";"2.2";"1391";"3.2";"-8.2";"190732";"265"
"1201";"PV24  ";"2004JJ00";"109.9";"1.7";"1.7";"5005";"-11.3";"-11.3";"191995";"961"
"1202";"PV24  ";"2005KW01";"111.1";"-0.1";"1.9";"1057";"-24";"3.7";"192847";"204"
"1203";"PV24  ";"2005KW02";"112.2";"1";"2.9";"1290";"22";"3.4";"194496";"251"
"1204";"PV24  ";"2005KW03";"113.6";"1.2";"3.2";"1352";"4.8";"0.3";"199890";"270"
"1205";"PV24  ";"2005KW04";"113.7";"0.1";"2.2";"1486";"9.9";"6.8";"196528";"292"
"1206";"PV24  ";"2005JJ00";"112.6";"2.5";"2.5";"5185";"3.6";"3.6";"196149";"1017"
"1207";"PV24  ";"2006KW01";"114.8";"1";"3.3";"1265";"-14.9";"19.7";"203324";"257"
"1208";"PV24  ";"2006KW02";"114.8";"0.1";"2.3";"1371";"8.4";"6.3";"205380";"282"
"1209";"PV24  ";"2006KW03";"115.8";"0.8";"2";"1489";"8.6";"10.1";"208525";"310"
"1210";"PV24  ";"2006KW04";"116.1";"0.3";"2.1";"1382";"-7.2";"-7";"208896";"289"
"1211";"PV24  ";"2006JJ00";"115.4";"2.4";"2.4";"5507";"6.2";"6.2";"206641";"1138"
"1212";"PV24  ";"2007KW01";"117.6";"1.3";"2.5";"1144";"-17.2";"-9.6";"209520";"240"
"1213";"PV24  ";"2007KW02";"117.6";"0";"2.4";"1315";"14.9";"-4.1";"214800";"282"
"1214";"PV24  ";"2007KW03";"118.2";"0.4";"2.1";"1452";"10.4";"-2.5";"213051";"309"
"1215";"PV24  ";"2007KW04";"118.9";"0.6";"2.4";"1322";"-9";"-4.3";"214059";"283"
"1216";"PV24  ";"2007JJ00";"118.1";"2.3";"2.3";"5233";"-5";"-5";"212973";"1114"
"1217";"PV24  ";"2008KW01";"116.9";"-1.6";"-0.6";"997";"-24.6";"-12.9";"217086";"216"
"1218";"PV24  ";"2008KW02";"118.7";"1.5";"0.9";"1274";"27.8";"-3.1";"217170";"277"
"1219";"PV24  ";"2008KW03";"119.4";"0.6";"1";"1241";"-2.6";"-14.5";"223899";"278"
"1220";"PV24  ";"2008KW04";"119.1";"-0.2";"0.2";"1168";"-5.9";"-11.6";"218466";"255"
"1221";"PV24  ";"2008JJ00";"118.5";"0.4";"0.4";"4680";"-10.6";"-10.6";"219260";"1026"
"1222";"PV24  ";"2009KW01";"117.1";"-1.7";"0.2";"697";"-40.3";"-30.1";"208325";"145"
"1223";"PV24  ";"2009KW02";"115.6";"-1.3";"-2.5";"766";"9.9";"-39.9";"209239";"160"
"1224";"PV24  ";"2009KW03";"113.8";"-1.6";"-4.7";"779";"1.7";"-37.2";"201000";"157"
"1225";"PV24  ";"2009KW04";"112.7";"-0.9";"-5.3";"814";"4.5";"-30.3";"205386";"167"
"1226";"PV24  ";"2009JJ00";"114.8";"-3.1";"-3.1";"3056";"-34.7";"-34.7";"205904";"629"
"1227";"PV24  ";"2010KW01";"112";"-0.6";"-4.4";"632";"-22.4";"-9.3";"211061";"133"
"1228";"PV24  ";"2010KW02";"112.4";"0.3";"-2.8";"707";"11.9";"-7.7";"200519";"142"
"1229";"PV24  ";"2010KW03";"113.3";"0.8";"-0.5";"667";"-5.7";"-14.4";"214087";"143"
"1230";"PV24  ";"2010KW04";"109.3";"-3.5";"-3.1";"693";"3.9";"-14.9";"201258";"139"
"1231";"PV24  ";"2010JJ00";"111.7";"-2.7";"-2.7";"2699";"-11.7";"-11.7";"206530";"557"
"1232";"PV24  ";"2011KW01";"109.7";"0.4";"-2.1";"607";"-12.4";"-4";"205297";"125"
"1233";"PV24  ";"2011KW02";"109.3";"-0.4";"-2.8";"614";"1.2";"-13.2";"197966";"122"
"1234";"PV24  ";"2011KW03";"107.4";"-1.7";"-5.2";"616";"0.3";"-7.6";"199545";"123"
"1235";"PV24  ";"2011KW04";"108.6";"1.1";"-0.6";"739";"20";"6.6";"194750";"144"
"1236";"PV24  ";"2011JJ00";"108.7";"-2.7";"-2.7";"2576";"-4.6";"-4.6";"199148";"513"
"1237";"PV24  ";"2012KW01";"106";"-2.3";"-3.3";"495";"-33";"-18.5";"198331";"98"
"1238";"PV24  ";"2012KW02";"104";"-2";"-4.9";"749";"51.3";"22";"192425";"144"
"1239";"PV24  ";"2012KW03";"101.3";"-2.6";"-5.7";"548";"-26.8";"-11";"185619";"102"
"1240";"PV24  ";"2012KW04";"100.7";"-0.6";"-7.3";"772";"40.9";"4.5";"183163";"141"
"1241";"PV24  ";"2012JJ00";"103";"-5.3";"-5.3";"2564";"-0.5";"-0.5";"189322";"485"
"1242";"PV24  ";"2013KW01";"99.1";"-1.6";"-6.6";"574";"-25.6";"16";"178351";"102"
"1243";"PV24  ";"2013KW02";"97.1";"-1.9";"-6.5";"485";"-15.5";"-35.2";"175473";"85"
"1244";"PV24  ";"2013KW03";"97.5";"0.3";"-3.8";"655";"35.1";"19.5";"180773";"118"
"1245";"PV24  ";"2013KW04";"97.4";"0";"-3.2";"794";"21.2";"2.9";"177932";"141"
"1246";"PV24  ";"2013JJ00";"97.8";"-5.1";"-5.1";"2508";"-2.2";"-2.2";"178294";"447"
"1247";"PV24  ";"2014KW01";"98";"0.6";"-1.1";"667";"-16";"16.2";"188721";"126"
"1248";"PV24  ";"2014KW02";"98.2";"0.2";"1.1";"751";"12.6";"54.8";"185899";"140"
"1249";"PV24  ";"2014KW03";"98.3";"0.1";"0.8";"843";"12.3";"28.7";"192725";"162"
"1250";"PV24  ";"2014KW04";"100.1";"1.9";"2.8";"1106";"31.2";"39.3";"186744";"207"
"1251";"PV24  ";"2014JJ00";"98.6";"0.9";"0.9";"3367";"34.3";"34.3";"188445";"634"
"1252";"PV24  ";"2015KW01";"98.4";"-1.7";"0.4";"833";"-24.7";"24.9";"183166";"153"
"1253";"PV24  ";"2015KW02";"99.4";"1.1";"1.3";"837";"0.5";"11.5";"198649";"166"
"1254";"PV24  ";"2015KW03";"100.8";"1.4";"2.6";"1201";"43.5";"42.5";"195093";"234"
"1255";"PV24  ";"2015KW04";"101.3";"0.5";"1.2";"1149";"-4.3";"3.9";"197982";"227"
"1256";"PV24  ";"2015JJ00";"100";"1.4";"1.4";"4020";"19.4";"19.4";"194188";"781"
"1257";"PV24  ";"2016KW01";"102.4";"1.1";"4.1";"1038";"-9.7";"24.6";"196616";"204"
"1258";"PV24  ";"2016KW02";"103";"0.6";"3.6";"1160";"11.8";"38.6";"201182";"233"
"1259";"PV24  ";"2016KW03";"105.9";"2.7";"5";"1429";"23.2";"19";"207137";"296"
"1260";"PV24  ";"2016KW04";"107.7";"1.7";"6.3";"1538";"7.6";"33.9";"209258";"322"
"1261";"PV24  ";"2016JJ00";"104.8";"4.8";"4.8";"5165";"28.5";"28.5";"204317";"1055"
"1262";"PV24  ";"2017KW01";"109.2";"1.4";"6.7";"1447";"-5.9";"39.4";"220080";"318"
"1263";"PV24  ";"2017KW02";"111.6";"2.2";"8.3";"1520";"5";"31";"222069";"338"
"1264";"PV24  ";"2017KW03";"114.8";"2.8";"8.4";"1673";"10.1";"17.1";"226452";"379"
"1265";"PV24  ";"2017KW04";"118.3";"3.1";"9.8";"1786";"6.8";"16.1";"236429";"422"
"1266";"PV24  ";"2017JJ00";"113.5";"8.3";"8.3";"6426";"24.4";"24.4";"226753";"1457"
"1267";"PV24  ";"2018KW01";"120.7";"2.1";"10.5";"1376";"-23";"-4.9";"244961";"337"
"1268";"PV24  ";"2018KW02";"124.6";"3.2";"11.6";"1419";"3.1";"-6.6";"246404";"350"
"1269";"PV24  ";"2018KW03";"128";"2.7";"11.5";"1471";"3.7";"-12.1";"262491";"386"
"1270";"PV24  ";"2018KW04";"131.7";"2.9";"11.3";"1473";"0.1";"-17.5";"260797";"384"
"1271";"PV24  ";"2018JJ00";"126.2";"11.2";"11.2";"5739";"-10.7";"-10.7";"253875";"1457"
"1272";"PV24  ";"2019KW01";"134";"1.8";"11";"1368";"-7.1";"-0.6";"258659";"354"
"1273";"PV24  ";"2019KW02";"136";"1.5";"9.2";"1481";"8.3";"4.4";"262807";"389"
"1274";"PV24  ";"2019KW03";"139.8";"2.7";"9.2";"1750";"18.2";"19";"274761";"481"
"1275";"PV24  ";"2019KW04";"140.8";"0.7";"6.9";"1727";"-1.3";"17.2";"278820";"482"
"1276";"PV24  ";"2019JJ00";"137.7";"9";"9";"6326";"10.2";"10.2";"269589";"1705"
"1277";"PV24  ";"2020KW01";"143.9";"2.2";"7.4";"1478";"-14.4";"8";"292079";"432"
"1278";"PV24  ";"2020KW02";"148.7";"3.3";"9.3";"1505";"1.8";"1.6";"295351";"445"
"1279";"PV24  ";"2020KW03";"152.4";"2.5";"9";"1728";"14.8";"-1.3";"302398";"523"
"1280";"PV25  ";"1995KW01";"42.5";;;"3417";;;"95938";"328"
"1281";"PV25  ";"1995KW02";"43.3";"2";;"4049";"18.5";;"101103";"409"
"1282";"PV25  ";"1995KW03";"44.7";"3.2";;"4679";"15.6";;"103688";"485"
"1283";"PV25  ";"1995KW04";"45.2";"1.2";;"5221";"11.6";;"104349";"545"
"1284";"PV25  ";"1995JJ00";"43.9";;;"17366";;;"101759";"1767"
"1285";"PV25  ";"1996KW01";"46.5";"2.7";"9.4";"3722";"-28.7";"8.9";"106447";"396"
"1286";"PV25  ";"1996KW02";"48.4";"4.1";"11.6";"4847";"30.2";"19.7";"109581";"531"
"1287";"PV25  ";"1996KW03";"49.9";"3.2";"11.5";"5286";"9.1";"13";"115550";"611"
"1288";"PV25  ";"1996KW04";"51.2";"2.6";"13.1";"5612";"6.2";"7.5";"114857";"645"
"1289";"PV25  ";"1996JJ00";"49";"11.4";"11.4";"19467";"12.1";"12.1";"112124";"2183"
"1290";"PV25  ";"1997KW01";"52.3";"2.2";"12.6";"3980";"-29.1";"6.9";"115622";"460"
"1291";"PV25  ";"1997KW02";"54.1";"3.4";"11.8";"4942";"24.2";"2";"121938";"603"
"1292";"PV25  ";"1997KW03";"56";"3.5";"12.2";"5485";"11";"3.8";"128476";"705"
"1293";"PV25  ";"1997KW04";"57.1";"2.1";"11.7";"6417";"17";"14.3";"125524";"805"
"1294";"PV25  ";"1997JJ00";"54.9";"12";"12";"20824";"7";"7";"123558";"2573"
"1295";"PV25  ";"1998KW01";"58.7";"2.7";"12.2";"4078";"-36.5";"2.5";"131352";"536"
"1296";"PV25  ";"1998KW02";"60.5";"3";"11.8";"4879";"19.6";"-1.3";"134407";"656"
"1297";"PV25  ";"1998KW03";"62.3";"3.1";"11.3";"5464";"12";"-0.4";"140408";"767"
"1298";"PV25  ";"1998KW04";"64.5";"3.4";"12.8";"6322";"15.7";"-1.5";"143721";"909"
"1299";"PV25  ";"1998JJ00";"61.5";"12.1";"12.1";"20743";"-0.4";"-0.4";"138226";"2867"
"1300";"PV25  ";"1999KW01";"67.2";"4.2";"14.4";"4663";"-26.2";"14.3";"147175";"686"
"1301";"PV25  ";"1999KW02";"69.6";"3.6";"15.1";"5623";"20.6";"15.2";"153894";"865"
"1302";"PV25  ";"1999KW03";"73.8";"6.1";"18.5";"6097";"8.4";"11.6";"165233";"1007"
"1303";"PV25  ";"1999KW04";"77.9";"5.5";"20.8";"6268";"2.8";"-0.9";"176156";"1104"
"1304";"PV25  ";"1999JJ00";"72.1";"17.3";"17.3";"22651";"9.2";"9.2";"161724";"3663"
"1305";"PV25  ";"2000KW01";"81.2";"4.3";"21";"4122";"-34.2";"-11.6";"177327";"731"
"1306";"PV25  ";"2000KW02";"84.5";"4";"21.4";"5145";"24.8";"-8.5";"185639";"955"
"1307";"PV25  ";"2000KW03";"87.5";"3.6";"18.6";"5337";"3.7";"-12.5";"193570";"1033"
"1308";"PV25  ";"2000KW04";"89.6";"2.4";"15";"5695";"6.7";"-9.1";"202175";"1151"
"1309";"PV25  ";"2000JJ00";"85.7";"18.8";"18.8";"20299";"-10.4";"-10.4";"190676";"3871"
"1310";"PV25  ";"2001KW01";"92.3";"3";"13.6";"4065";"-28.6";"-1.4";"200695";"816"
"1311";"PV25  ";"2001KW02";"94.5";"2.5";"11.9";"5238";"28.9";"1.8";"209747";"1099"
"1312";"PV25  ";"2001KW03";"95.6";"1.1";"9.2";"5705";"8.9";"6.9";"207301";"1183"
"1313";"PV25  ";"2001KW04";"97.5";"2";"8.8";"6230";"9.2";"9.4";"213505";"1330"
"1314";"PV25  ";"2001JJ00";"95";"10.8";"10.8";"21238";"4.6";"4.6";"208459";"4427"
"1315";"PV25  ";"2002KW01";"98.7";"1.2";"6.9";"4835";"-22.4";"18.9";"209485";"1013"
"1316";"PV25  ";"2002KW02";"100.8";"2.1";"6.6";"5124";"6";"-2.2";"218258";"1118"
"1317";"PV25  ";"2002KW03";"102";"1.3";"6.8";"5727";"11.8";"0.4";"219767";"1259"
"1318";"PV25  ";"2002KW04";"102";"-0.1";"4.6";"5893";"2.9";"-5.4";"219199";"1292"
"1319";"PV25  ";"2002JJ00";"100.9";"6.2";"6.2";"21579";"1.6";"1.6";"216950";"4682"
"1320";"PV25  ";"2003KW01";"103";"1";"4.4";"4212";"-28.5";"-12.9";"219095";"923"
"1321";"PV25  ";"2003KW02";"103.2";"0.2";"2.4";"5163";"22.6";"0.8";"218685";"1129"
"1322";"PV25  ";"2003KW03";"104.6";"1.4";"2.5";"5711";"10.6";"-0.3";"221200";"1263"
"1323";"PV25  ";"2003KW04";"106.2";"1.5";"4.1";"6486";"13.6";"10.1";"225223";"1461"
"1324";"PV25  ";"2003JJ00";"104.3";"3.4";"3.4";"21572";"0";"0";"221397";"4776"
"1325";"PV25  ";"2004KW01";"107.8";"1.5";"4.6";"4165";"-35.8";"-1.1";"227422";"947"
"1326";"PV25  ";"2004KW02";"108.6";"0.7";"5.2";"5322";"27.8";"3.1";"232924";"1240"
"1327";"PV25  ";"2004KW03";"109.7";"1";"4.8";"5615";"5.5";"-1.7";"232516";"1306"
"1328";"PV25  ";"2004KW04";"110.2";"0.5";"3.8";"5998";"6.8";"-7.5";"229080";"1374"
"1329";"PV25  ";"2004JJ00";"109.1";"4.6";"4.6";"21100";"-2.2";"-2.2";"230637";"4866"
"1330";"PV25  ";"2005KW01";"110.9";"0.6";"2.9";"4369";"-27.2";"4.9";"230901";"1009"
"1331";"PV25  ";"2005KW02";"112.1";"1.1";"3.2";"5638";"29";"5.9";"235578";"1328"
"1332";"PV25  ";"2005KW03";"112.9";"0.8";"3";"6300";"11.7";"12.2";"238201";"1501"
"1333";"PV25  ";"2005KW04";"114.2";"1.1";"3.6";"6741";"7";"12.4";"239426";"1614"
"1334";"PV25  ";"2005JJ00";"112.5";"3.2";"3.2";"23048";"9.2";"9.2";"236534";"5452"
"1335";"PV25  ";"2006KW01";"116.3";"1.9";"4.9";"5284";"-21.6";"20.9";"242084";"1279"
"1336";"PV25  ";"2006KW02";"116.9";"0.5";"4.3";"5948";"12.6";"5.5";"249125";"1482"
"1337";"PV25  ";"2006KW03";"118.9";"1.7";"5.3";"6024";"1.3";"-4.4";"254190";"1531"
"1338";"PV25  ";"2006KW04";"118.5";"-0.3";"3.8";"6223";"3.3";"-7.7";"249607";"1553"
"1339";"PV25  ";"2006JJ00";"117.6";"4.6";"4.6";"23479";"1.9";"1.9";"248968";"5846"
"1340";"PV25  ";"2007KW01";"119.9";"1.2";"3.1";"4966";"-20.2";"-6";"255590";"1269"
"1341";"PV25  ";"2007KW02";"122.1";"1.8";"4.4";"5461";"10";"-8.2";"261388";"1427"
"1342";"PV25  ";"2007KW03";"123.2";"0.9";"3.6";"5668";"3.8";"-5.9";"266042";"1508"
"1343";"PV25  ";"2007KW04";"123.5";"0.3";"4.2";"5866";"3.5";"-5.7";"262266";"1538"
"1344";"PV25  ";"2007JJ00";"122.2";"3.8";"3.8";"21961";"-6.5";"-6.5";"261513";"5743"
"1345";"PV25  ";"2008KW01";"124.1";"0.5";"3.5";"4322";"-26.3";"-13";"262854";"1136"
"1346";"PV25  ";"2008KW02";"124.6";"0.4";"2.1";"5143";"19";"-5.8";"266063";"1368"
"1347";"PV25  ";"2008KW03";"125.3";"0.6";"1.7";"5378";"4.6";"-5.1";"266417";"1433"
"1348";"PV25  ";"2008KW04";"124.8";"-0.5";"1";"4906";"-8.8";"-16.4";"264152";"1296"
"1349";"PV25  ";"2008JJ00";"124.7";"2.1";"2.1";"19749";"-10.1";"-10.1";"264983";"5233"
"1350";"PV25  ";"2009KW01";"123";"-1.4";"-0.9";"2865";"-41.6";"-33.7";"259874";"745"
"1351";"PV25  ";"2009KW02";"120.8";"-1.8";"-3.1";"3382";"18";"-34.2";"248139";"839"
"1352";"PV25  ";"2009KW03";"117.6";"-2.6";"-6.2";"3552";"5";"-34";"240495";"854"
"1353";"PV25  ";"2009KW04";"117.9";"0.2";"-5.5";"4021";"13.2";"-18";"244010";"981"
"1354";"PV25  ";"2009JJ00";"119.8";"-3.9";"-3.9";"13820";"-30";"-30";"247406";"3419"
"1355";"PV25  ";"2010KW01";"116.7";"-1";"-5.1";"3018";"-24.9";"5.3";"245027";"739"
"1356";"PV25  ";"2010KW02";"117.7";"0.9";"-2.5";"3465";"14.8";"2.5";"246762";"855"
"1357";"PV25  ";"2010KW03";"118.3";"0.5";"0.5";"3613";"4.3";"1.7";"247379";"894"
"1358";"PV25  ";"2010KW04";"116.6";"-1.4";"-1.1";"3784";"4.7";"-5.9";"244727";"926"
"1359";"PV25  ";"2010JJ00";"117.3";"-2.1";"-2.1";"13880";"0.4";"0.4";"245990";"3414"
"1360";"PV25  ";"2011KW01";"116";"-0.5";"-0.6";"3066";"-19";"1.6";"243919";"748"
"1361";"PV25  ";"2011KW02";"114.1";"-1.6";"-3.1";"3170";"3.4";"-8.5";"248217";"787"
